poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
72223,1590,Auburn University at Montgomery,"","",Auburn University at Montgomery,588,Auburn University at Montgomery,B/C,Online,Alabama,10/23/20,10/28/20,,"",,135490,853,lv,,lv,,10/29/20 14:12,"",https://www.aum.edu/wp-content/uploads/2020/10/10.29.2020-AUM-Poll-Topline-Results.pdf,538,false,,6266,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Tuberville,13614,Tommy Tuberville,53.8
72311,1584,Kiaer Research,"","",Kiaer Research,585,Kiaer Research,B/C,IVR/Online,Michigan,10/21/20,10/28/20,,"",,135660,669,lv,,lv,,10/30/20 07:56,"",https://kiaerresearch.com/oct-2020-poll,538,false,,6280,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,DEM,Peters,13453,Gary C. Peters,50.8
72311,1584,Kiaer Research,"","",Kiaer Research,585,Kiaer Research,B/C,IVR/Online,Michigan,10/21/20,10/28/20,,"",,135660,669,lv,,lv,,10/30/20 07:56,"",https://kiaerresearch.com/oct-2020-poll,538,false,,6280,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,REP,James,13454,John James,38.0
72239,1638,Bluegrass Community and Technical College,"","",Bluegrass Community and Technical College,632,Bluegrass Community and Technical College,B/C,Live Phone,Kentucky,10/16/20,10/28/20,,"",,135527,250,rv,,rv,,10/29/20 20:59,"",https://www.wtvq.com/wp-content/uploads/2020/10/1-All-Summary-Data-Complete-Responses.pdf,538,false,,6276,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,McGrath,13470,Amy McGrath,39.6
72239,1638,Bluegrass Community and Technical College,"","",Bluegrass Community and Technical College,632,Bluegrass Community and Technical College,B/C,Live Phone,Kentucky,10/16/20,10/28/20,,"",,135527,250,rv,,rv,,10/29/20 20:59,"",https://www.wtvq.com/wp-content/uploads/2020/10/1-All-Summary-Data-Complete-Responses.pdf,538,false,,6276,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,McConnell,13471,Mitch McConnell,50.0
72334,1343,University of Wyoming,"","",University of Wyoming,667,University of Wyoming,C/D,Live Phone,Wyoming,10/8/20,10/28/20,,"",,135715,614,lv,,lv,,10/30/20 15:45,"",http://www.uwyo.edu/uw/news/2020/10/uw-survey-wyoming-voters-prefer-trump-to-biden.html,538,false,,6298,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,DEM,Ben-David,16005,Merav Ben-David,26.0
72334,1343,University of Wyoming,"","",University of Wyoming,667,University of Wyoming,C/D,Live Phone,Wyoming,10/8/20,10/28/20,,"",,135715,614,lv,,lv,,10/30/20 15:45,"",http://www.uwyo.edu/uw/news/2020/10/uw-survey-wyoming-voters-prefer-trump-to-biden.html,538,false,,6298,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,REP,Lummis,14769,Cynthia M. Lummis,56.0
72057,383,PPP,946,Protect Our Care,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,North Carolina,10/26/20,10/27/20,,"",,135089,937,v,,v,,10/27/20 15:34,"",https://www.protectourcare.org/wp-content/uploads/2020/10/Protect-Our-CarePPP-North-Carolina-Poll.pdf,538,false,DEM,6284,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Cunningham,13468,Cal Cunningham,47.0
72057,383,PPP,946,Protect Our Care,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,North Carolina,10/26/20,10/27/20,,"",,135089,937,v,,v,,10/27/20 15:34,"",https://www.protectourcare.org/wp-content/uploads/2020/10/Protect-Our-CarePPP-North-Carolina-Poll.pdf,538,false,DEM,6284,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Tillis,13461,Thomas Roland Tillis,44.0
72062,383,PPP,946,Protect Our Care,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Montana,10/26/20,10/27/20,,"",,135099,886,v,,v,,10/27/20 16:31,"",https://www.protectourcare.org/wp-content/uploads/2020/10/Health-Care-a-Key-Issue-for-Montana-Voters-Trust-Bullock-Over-Daines-to-Protect-Their-Health-Care.pdf,538,false,DEM,6283,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,DEM,Bullock,14517,Steve Bullock,48.0
72062,383,PPP,946,Protect Our Care,Public Policy Polling,263,Public Policy Polling,A-,IVR/Text,Montana,10/26/20,10/27/20,,"",,135099,886,v,,v,,10/27/20 16:31,"",https://www.protectourcare.org/wp-content/uploads/2020/10/Health-Care-a-Key-Issue-for-Montana-Voters-Trust-Bullock-Over-Daines-to-Protect-Their-Health-Care.pdf,538,false,DEM,6283,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,REP,Daines,14518,Steve Daines,47.0
72153,801,Gravis Marketing,"","",Gravis Marketing,124,Gravis Marketing/Kaplan Strategies,B,IVR/Online,North Carolina,10/26/20,10/27/20,,"",,135305,614,lv,,lv,,10/28/20 13:35,"",https://www.scribd.com/document/481968988/North-Carolina-October-28-2020-v3,538,false,,6284,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Cunningham,13468,Cal Cunningham,46.0
72153,801,Gravis Marketing,"","",Gravis Marketing,124,Gravis Marketing/Kaplan Strategies,B,IVR/Online,North Carolina,10/26/20,10/27/20,,"",,135305,614,lv,,lv,,10/28/20 13:35,"",https://www.scribd.com/document/481968988/North-Carolina-October-28-2020-v3,538,false,,6284,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Tillis,13461,Thomas Roland Tillis,44.0
72165,907,GBAO,"","",GBAO,109,GBAO,B/C,Live Phone,Kansas,10/25/20,10/27/20,13698,Barbara Goolsbee Bollier,DEM,135351,600,lv,,lv,,10/28/20 17:53,"",https://bollierforkansas.com/new-kssen-poll-bollier-1/,538,true,DEM,6275,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Bollier,13698,Barbara Goolsbee Bollier,47.0
72165,907,GBAO,"","",GBAO,109,GBAO,B/C,Live Phone,Kansas,10/25/20,10/27/20,13698,Barbara Goolsbee Bollier,DEM,135351,600,lv,,lv,,10/28/20 17:53,"",https://bollierforkansas.com/new-kssen-poll-bollier-1/,538,true,DEM,6275,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Marshall,14604,Roger Marshall,47.0
72165,907,GBAO,"","",GBAO,109,GBAO,B/C,Live Phone,Kansas,10/25/20,10/27/20,13698,Barbara Goolsbee Bollier,DEM,135352,600,lv,,lv,,10/28/20 17:53,"",https://bollierforkansas.com/new-kssen-poll-bollier-1/,538,true,DEM,6275,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Bollier,13698,Barbara Goolsbee Bollier,46.0
72165,907,GBAO,"","",GBAO,109,GBAO,B/C,Live Phone,Kansas,10/25/20,10/27/20,13698,Barbara Goolsbee Bollier,DEM,135352,600,lv,,lv,,10/28/20 17:53,"",https://bollierforkansas.com/new-kssen-poll-bollier-1/,538,true,DEM,6275,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Marshall,14604,Roger Marshall,45.0
72165,907,GBAO,"","",GBAO,109,GBAO,B/C,Live Phone,Kansas,10/25/20,10/27/20,13698,Barbara Goolsbee Bollier,DEM,135352,600,lv,,lv,,10/28/20 17:53,"",https://bollierforkansas.com/new-kssen-poll-bollier-1/,538,true,DEM,6275,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,LIB,Buckley,15647,Jason Buckley,4.0
72170,317,Mitchell,801,MIRS News Service,Mitchell Research & Communications,213,Mitchell Research & Communications,C-,IVR/Text,Michigan,10/25/20,10/27/20,,"",,135364,759,lv,,lv,,10/28/20 19:58,"",https://mirsnews.com/images/MIRS-Mitchell_Poll_Press_Release-_Field_Copy_-_Crosstabs_10-28-20.pdf,538,false,,6280,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,DEM,Peters,13453,Gary C. Peters,52.4
72170,317,Mitchell,801,MIRS News Service,Mitchell Research & Communications,213,Mitchell Research & Communications,C-,IVR/Text,Michigan,10/25/20,10/27/20,,"",,135364,759,lv,,lv,,10/28/20 19:58,"",https://mirsnews.com/images/MIRS-Mitchell_Poll_Press_Release-_Field_Copy_-_Crosstabs_10-28-20.pdf,538,false,,6280,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,REP,James,13454,John James,42.8
72170,317,Mitchell,801,MIRS News Service,Mitchell Research & Communications,213,Mitchell Research & Communications,C-,IVR/Text,Michigan,10/25/20,10/27/20,,"",,135364,759,lv,,lv,,10/28/20 19:58,"",https://mirsnews.com/images/MIRS-Mitchell_Poll_Press_Release-_Field_Copy_-_Crosstabs_10-28-20.pdf,538,false,,6280,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,UST,Willis,15850,Valerie Willis,0.5
72170,317,Mitchell,801,MIRS News Service,Mitchell Research & Communications,213,Mitchell Research & Communications,C-,IVR/Text,Michigan,10/25/20,10/27/20,,"",,135364,759,lv,,lv,,10/28/20 19:58,"",https://mirsnews.com/images/MIRS-Mitchell_Poll_Press_Release-_Field_Copy_-_Crosstabs_10-28-20.pdf,538,false,,6280,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,GRE,Squier,15622,Marcia Squier,0.3
72240,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,B/C,IVR,Kansas,10/25/20,10/27/20,,"",,135528,1149,lv,,lv,,10/29/20 21:00,"",https://projects.fivethirtyeight.com/polls/20201029_KS.pdf,538,false,,6275,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Bollier,13698,Barbara Goolsbee Bollier,43.46
72240,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,B/C,IVR,Kansas,10/25/20,10/27/20,,"",,135528,1149,lv,,lv,,10/29/20 21:00,"",https://projects.fivethirtyeight.com/polls/20201029_KS.pdf,538,false,,6275,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Marshall,14604,Roger Marshall,47.03
72240,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,B/C,IVR,Kansas,10/25/20,10/27/20,,"",,135528,1149,lv,,lv,,10/29/20 21:00,"",https://projects.fivethirtyeight.com/polls/20201029_KS.pdf,538,false,,6275,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,LIB,Buckley,15647,Jason Buckley,1.82
72397,1231,Meeting Street Insights,1299,Carolina Partnership for Reform,Meeting Street Insights,204,Meeting Street Insights,B/C,Live Phone,North Carolina,10/24/20,10/27/20,,"",,135839,600,lv,,lv,,10/30/20 21:30,"",https://cprnc.org/2020/10/30/democrats-lead-court-contests-council-of-state-races-close/,538,false,REP,6284,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Cunningham,13468,Cal Cunningham,47.0
72397,1231,Meeting Street Insights,1299,Carolina Partnership for Reform,Meeting Street Insights,204,Meeting Street Insights,B/C,Live Phone,North Carolina,10/24/20,10/27/20,,"",,135839,600,lv,,lv,,10/30/20 21:30,"",https://cprnc.org/2020/10/30/democrats-lead-court-contests-council-of-state-races-close/,538,false,REP,6284,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Tillis,13461,Thomas Roland Tillis,43.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135283,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Ossoff,14567,Jon Ossoff,49.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135283,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Perdue,14568,David A. Perdue,46.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135283,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,LIB,Hazel,14572,Shane Hazel,2.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135284,504,lv,,lv,,10/28/20 13:06,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Ossoff,14567,Jon Ossoff,49.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135284,504,lv,,lv,,10/28/20 13:06,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Perdue,14568,David A. Perdue,47.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135284,504,lv,,lv,,10/28/20 13:06,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,LIB,Hazel,14572,Shane Hazel,2.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135285,504,lv,,lv,,10/28/20 13:06,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,DEM,Ossoff,14567,Jon Ossoff,49.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135285,504,lv,,lv,,10/28/20 13:06,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,REP,Perdue,14568,David A. Perdue,48.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135285,504,lv,,lv,,10/28/20 13:06,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,6271,2020,U.S. Senate,0,Class II,11/3/20,general,false,false,LIB,Hazel,14572,Shane Hazel,2.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135286,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Warnock,14489,Raphael Warnock,41.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135286,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,REP,Loeffler,13671,Kelly Loeffler,21.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135286,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,REP,Collins,13669,Doug Collins,18.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135286,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Lieberman,13670,Matt Lieberman,4.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135286,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Tarver,14490,Ed Tarver,3.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135286,504,rv,,rv,,10/28/20 13:06,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,LIB,Slowinski,14549,Brian Richard Slowinski,2.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135287,504,lv,,lv,,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Warnock,14489,Raphael Warnock,41.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135287,504,lv,,lv,,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,REP,Loeffler,13671,Kelly Loeffler,22.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135287,504,lv,,lv,,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,REP,Collins,13669,Doug Collins,19.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135287,504,lv,,lv,,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Lieberman,13670,Matt Lieberman,4.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135287,504,lv,,lv,,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Tarver,14490,Ed Tarver,3.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135287,504,lv,,lv,,10/28/20 13:07,higher turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,LIB,Slowinski,14549,Brian Richard Slowinski,1.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135288,504,lv,,lv,,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Warnock,14489,Raphael Warnock,42.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135288,504,lv,,lv,,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,REP,Loeffler,13671,Kelly Loeffler,22.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135288,504,lv,,lv,,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,REP,Collins,13669,Doug Collins,20.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135288,504,lv,,lv,,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Lieberman,13670,Matt Lieberman,3.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135288,504,lv,,lv,,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,DEM,Tarver,14490,Ed Tarver,2.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135288,504,lv,,lv,,10/28/20 13:07,lower turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7780,2020,U.S. Senate,2,Class III,11/3/20,jungle primary,false,false,LIB,Slowinski,14549,Brian Richard Slowinski,1.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135289,504,rv,,rv,,10/28/20 13:07,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7781,2020,U.S. Senate,2,Class III,1/5/21,runoff,false,false,DEM,Warnock,14489,Raphael Warnock,49.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135289,504,rv,,rv,,10/28/20 13:07,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7781,2020,U.S. Senate,2,Class III,1/5/21,runoff,false,false,REP,Loeffler,13671,Kelly Loeffler,41.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135290,504,rv,,rv,,10/28/20 13:07,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7781,2020,U.S. Senate,2,Class III,1/5/21,runoff,false,false,DEM,Warnock,14489,Raphael Warnock,51.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135290,504,rv,,rv,,10/28/20 13:07,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7781,2020,U.S. Senate,2,Class III,1/5/21,runoff,false,false,REP,Collins,13669,Doug Collins,39.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135322,504,lv,,lv,,10/28/20 14:58,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7781,2020,U.S. Senate,2,Class III,1/5/21,runoff,false,false,DEM,Warnock,14489,Raphael Warnock,51.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135322,504,lv,,lv,,10/28/20 14:58,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7781,2020,U.S. Senate,2,Class III,1/5/21,runoff,false,false,REP,Loeffler,13671,Kelly Loeffler,45.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135323,504,lv,,lv,,10/28/20 14:58,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7781,2020,U.S. Senate,2,Class III,1/5/21,runoff,false,false,DEM,Warnock,14489,Raphael Warnock,52.0
72146,320,Monmouth U.,"","",Monmouth University,215,Monmouth University,A,Live Phone,Georgia,10/23/20,10/27/20,,"",,135323,504,lv,,lv,,10/28/20 14:58,"",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_ga_102820/,538,false,,7781,2020,U.S. Senate,2,Class III,1/5/21,runoff,false,false,REP,Collins,13669,Doug Collins,45.0
72171,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,A,Online,Minnesota,10/23/20,10/27/20,,"",,135366,649,lv,,lv,,10/28/20 20:22,"",https://assets.documentcloud.org/documents/20400328/surveyusa1028.pdf,538,false,,6281,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,DEM,Smith,15691,Tina Smith,45.0
72171,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,A,Online,Minnesota,10/23/20,10/27/20,,"",,135366,649,lv,,lv,,10/28/20 20:22,"",https://assets.documentcloud.org/documents/20400328/surveyusa1028.pdf,538,false,,6281,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,REP,Lewis,15692,Jason Lewis,42.0
72179,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,IVR/Online,Maine,10/23/20,10/27/20,,"",,135388,1007,lv,,lv,,10/29/20 07:46,"",https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,538,false,,6279,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,DEM,Gideon,13455,Sara I. Gideon,46.0
72179,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,IVR/Online,Maine,10/23/20,10/27/20,,"",,135388,1007,lv,,lv,,10/29/20 07:46,"",https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,538,false,,6279,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,REP,Collins,13456,Susan M. Collins,45.0
72179,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,IVR/Online,Maine,10/23/20,10/27/20,,"",,135388,1007,lv,,lv,,10/29/20 07:46,"",https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,538,false,,6279,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,IND,Linn,14691,Max Linn,1.0
72179,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,IVR/Online,Maine,10/23/20,10/27/20,,"",,135388,1007,lv,,lv,,10/29/20 07:46,"",https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,538,false,,6279,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,IND,Savage,14690,Lisa Savage,4.0
72179,460,SurveyUSA,1180,FairVote,SurveyUSA,325,SurveyUSA,A,IVR/Online,Maine,10/23/20,10/27/20,,"",,135389,1007,lv,,lv,,10/29/20 07:46,allocated after RCV,https://bangordailynews.com/2020/10/29/politics/sara-gideon-susan-collins-nearly-tied-in-poll-finding-ranked-choice-voting-helps-democrats/,538,false,,6279,2020,U.S. Senate,2,Class II,11/3/20,general,false,false,DEM,Gideon,13455,Sara I. Gideon,51.0
